[05/Apr/2024:13:27:17 +0300] - http-nio-8090-exec-1 127.0.0.1 GET / HTTP/1.1 302 203ms - - Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:22 +0300] admin http-nio-8090-exec-8 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 1341ms 72 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:23 +0300] - http-nio-8090-exec-9 127.0.0.1 GET /s/d41d8cd98f00b204e9800998ecf8427e-CDN/vv2rty/9012/m4ydwl/18.5.6/_/download/batch/com.atlassian.confluence.plugins.confluence-space-ia:spacesidebar/com.atlassian.confluence.plugins.confluence-space-ia:spacesidebar.css HTTP/1.1 200 19ms 3362 http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:23 +0300] - http-nio-8090-exec-4 127.0.0.1 GET /s/16363bd950d520256b7a17a4773b24e0-CDN/vv2rty/9012/m4ydwl/18.5.6/_/download/batch/com.atlassian.confluence.plugins.confluence-space-ia:spacesidebar/com.atlassian.confluence.plugins.confluence-space-ia:spacesidebar.js?locale=en-US HTTP/1.1 200 71ms 9149 http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:23 +0300] - http-nio-8090-exec-5 127.0.0.1 GET /s/99914b932bd37a50b983c5e7c90ae93b-CDN/vv2rty/9012/m4ydwl/18.5.6/_/download/batch/com.atlassian.confluence.plugins.confluence-space-ia:soy-resources/com.atlassian.confluence.plugins.confluence-space-ia:soy-resources.js?locale=en-US HTTP/1.1 200 113ms 4705 http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:23 +0300] - http-nio-8090-exec-2 127.0.0.1 GET /s/b0e674bb095e7e8cc82825f621ae2067-CDN/vv2rty/9012/m4ydwl/5c18c2f5e1737c62a12d5c69f379b64e/_/download/contextbatch/css/editor,atl.general,macro-browser,main,page,zdu-banner-all,-_super/batch.css?cefp_collab_enabled=true&cefp_ed_perm=false&cefp_is_admin=true&gatekeeper-ui-v2=true&healthcheck-resources=true&hostenabled=true&onboarding-in-progress=true&tc-license-setup=true&user-logged-in=true HTTP/1.1 200 186ms 79266 http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:23 +0300] admin http-nio-8090-exec-1 127.0.0.1 GET /pages/createpage.action?spaceKey=ds HTTP/1.1 200 1400ms 16279 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:25 +0300] - http-nio-8090-exec-10 127.0.0.1 GET /s/e8c2d14c7dab614181258c9c8ccec3d6-CDN/vv2rty/9012/m4ydwl/5c18c2f5e1737c62a12d5c69f379b64e/_/download/contextbatch/js/editor,atl.general,macro-browser,main,page,zdu-banner-all,-_super/batch.js?cefp_collab_enabled=true&cefp_ed_perm=false&cefp_is_admin=true&gatekeeper-ui-v2=true&healthcheck-resources=true&hostenabled=true&locale=en-US&onboarding-in-progress=true&tc-license-setup=true&user-logged-in=true HTTP/1.1 200 1551ms 903445 http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:25 +0300] admin http-nio-8090-exec-7 127.0.0.1 POST /rest/wrm/2.0/resources HTTP/1.1 200 91ms 308 http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:25 +0300] admin http-nio-8090-exec-5 127.0.0.1 GET /rest/mywork/latest/status/notification/count?pageid=0&_=1712313143763 HTTP/1.1 200 28ms 72 http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:25 +0300] admin http-nio-8090-exec-9 127.0.0.1 GET /rest/shortcuts/latest/shortcuts/9012/604dd4e3bd6e0740c11006c4c7c31665?_=1712313143762 HTTP/1.1 200 85ms 1797 http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:25 +0300] - http-nio-8090-exec-2 127.0.0.1 GET /s/d41d8cd98f00b204e9800998ecf8427e-CDN/vv2rty/9012/m4ydwl/2f1dfcf7a49ac8988e703cc87a539a82/_/download/contextbatch/js/browser-metrics-plugin.contrib,-_super,-editor/batch.js?tc-license-setup=true HTTP/1.1 200 92ms 8226 http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:25 +0300] admin http-nio-8090-exec-5 127.0.0.1 GET /rest/troubleshooting/1.0/check/admin?_=1712313143764 HTTP/1.1 200 80ms 57 http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:25 +0300] - http-nio-8090-exec-3 127.0.0.1 GET /rest/auditing/latest/statistics/database/usage HTTP/1.1 200 462ms 55 - Apache-HttpClient/4.5.14 (Java/19.0.2)
[05/Apr/2024:13:32:26 +0300] admin http-nio-8090-exec-1 127.0.0.1 GET /rest/jiraanywhere/1.0/servers?_=1712313143765 HTTP/1.1 200 544ms 44 http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:26 +0300] admin http-nio-8090-exec-8 127.0.0.1 DELETE /rest/api/content/98360?status=draft HTTP/1.1 204 661ms - http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:26 +0300] admin http-nio-8090-exec-9 127.0.0.1 GET /rest/shortcuts/latest/shortcuts/9012/604dd4e3bd6e0740c11006c4c7c31665?_=1712313143766 HTTP/1.1 200 37ms 1797 http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:26 +0300] - http-nio-8090-exec-6 127.0.0.1 GET /s/a201394e52fb007fae630404bdd113f0-CDN/vv2rty/9012/m4ydwl/481a20b1dde826b3458964a0d59007e0/_/download/contextbatch/css/editor-content/batch.css HTTP/1.1 200 163ms 8206 http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:26 +0300] admin http-nio-8090-exec-1 127.0.0.1 POST /rest/wrm/2.0/resources HTTP/1.1 200 127ms 387 http://localhost:8090/pages/resumedraft.action?draftId=98360&draftShareId=2ad64226-bbbb-4578-bfbd-8c8a39d6a9f0& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:26 +0300] admin http-nio-8090-exec-2 127.0.0.1 POST /rest/wrm/2.0/resources HTTP/1.1 200 180ms 839 http://localhost:8090/pages/resumedraft.action?draftId=98360&draftShareId=2ad64226-bbbb-4578-bfbd-8c8a39d6a9f0& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:26 +0300] admin http-nio-8090-exec-3 127.0.0.1 POST /json/startheartbeatactivity.action HTTP/1.1 200 235ms 114 http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:27 +0300] - http-nio-8090-exec-10 127.0.0.1 GET /rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream HTTP/1.1 200 1203ms 3997 - Apache-HttpClient/4.5.14 (Java/19.0.2)
[05/Apr/2024:13:32:27 +0300] - http-nio-8090-exec-8 127.0.0.1 GET /rest/gadgets/1.0/g/messagebundle/en_US/gadget.common%2Cgadget.activity.stream HTTP/1.1 200 21ms 3984 - Apache-HttpClient/4.5.14 (Java/19.0.2)
[05/Apr/2024:13:32:27 +0300] - http-nio-8090-exec-5 127.0.0.1 GET /rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.quicknav HTTP/1.1 200 10ms 2468 - Apache-HttpClient/4.5.14 (Java/19.0.2)
[05/Apr/2024:13:32:27 +0300] - http-nio-8090-exec-7 127.0.0.1 GET /rest/gadgets/1.0/g/messagebundle/en_US/gadget.common%2Cgadget.quicknav HTTP/1.1 200 9ms 2451 - Apache-HttpClient/4.5.14 (Java/19.0.2)
[05/Apr/2024:13:32:27 +0300] - http-nio-8090-exec-9 127.0.0.1 GET /rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.confluence HTTP/1.1 200 10ms 2676 - Apache-HttpClient/4.5.14 (Java/19.0.2)
[05/Apr/2024:13:32:27 +0300] - http-nio-8090-exec-6 127.0.0.1 GET /rest/gadgets/1.0/g/messagebundle/en_US/gadget.common%2Cgadget.confluence HTTP/1.1 200 9ms 2665 - Apache-HttpClient/4.5.14 (Java/19.0.2)
[05/Apr/2024:13:32:27 +0300] admin http-nio-8090-exec-4 127.0.0.1 GET /plugins/macrobrowser/browse-macros.action?detailed=false&macroMetadataClientCacheKey=1712312977171 HTTP/1.1 200 1710ms 5471 http://localhost:8090/pages/createpage.action?spaceKey=ds Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:27 +0300] admin http-nio-8090-exec-7 127.0.0.1 POST /rest/analytics/1.0/publish/bulk HTTP/1.1 200 16ms 40 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:51 +0300] admin http-nio-8090-exec-1 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 81ms 72 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:32:51 +0300] admin http-nio-8090-exec-8 127.0.0.1 GET /rest/quickreload/latest/0?since=1712313138064 HTTP/1.1 200 497ms 116 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:33:21 +0300] admin http-nio-8090-exec-7 127.0.0.1 GET /rest/quickreload/latest/0?since=1712313171692 HTTP/1.1 200 21ms 118 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:33:21 +0300] admin http-nio-8090-exec-4 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 100ms 72 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:33:51 +0300] admin http-nio-8090-exec-1 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 29ms 72 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:33:51 +0300] admin http-nio-8090-exec-8 127.0.0.1 GET /rest/quickreload/latest/0?since=1712313201226 HTTP/1.1 200 31ms 116 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:34:21 +0300] admin http-nio-8090-exec-4 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 31ms 72 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:34:21 +0300] admin http-nio-8090-exec-6 127.0.0.1 GET /rest/quickreload/latest/0?since=1712313231243 HTTP/1.1 200 26ms 118 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:34:51 +0300] admin http-nio-8090-exec-8 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 23ms 72 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:35:21 +0300] admin http-nio-8090-exec-10 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 27ms 72 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:35:21 +0300] admin http-nio-8090-exec-7 127.0.0.1 GET /rest/quickreload/latest/0?since=1712313261248 HTTP/1.1 200 30ms 118 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:35:51 +0300] admin http-nio-8090-exec-1 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 23ms 72 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:36:21 +0300] admin http-nio-8090-exec-7 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 22ms 72 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:36:21 +0300] admin http-nio-8090-exec-10 127.0.0.1 GET /rest/quickreload/latest/0?since=1712313321263 HTTP/1.1 200 49ms 118 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:36:51 +0300] admin http-nio-8090-exec-1 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 22ms 72 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:37:21 +0300] admin http-nio-8090-exec-5 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 44ms 72 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:37:51 +0300] admin http-nio-8090-exec-6 127.0.0.1 GET /rest/quickreload/latest/0?since=1712313381283 HTTP/1.1 200 19ms 116 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:37:58 +0300] admin http-nio-8090-exec-2 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 20ms 72 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:38:45 +0300] admin http-nio-8090-exec-5 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 23ms 72 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:39:21 +0300] admin http-nio-8090-exec-6 127.0.0.1 GET /rest/quickreload/latest/0?since=1712313471270 HTTP/1.1 200 21ms 118 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:39:44 +0300] admin http-nio-8090-exec-1 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 15ms 72 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:40:57 +0300] admin http-nio-8090-exec-10 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 21ms 72 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:06 +0300] admin http-nio-8090-exec-4 127.0.0.1 GET /rest/quickreload/latest/0?since=1712313561275 HTTP/1.1 200 19ms 118 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:36 +0300] admin http-nio-8090-exec-1 127.0.0.1 GET /rest/onboarding/1/space/generate?key=TS HTTP/1.1 200 764ms 54 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:36 +0300] admin http-nio-8090-exec-3 127.0.0.1 GET /rest/quickreload/latest/0?since=1712313666811 HTTP/1.1 200 28ms 118 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:40 +0300] admin http-nio-8090-exec-8 127.0.0.1 POST /rest/onboarding/1/space HTTP/1.1 200 4727ms 54 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:41 +0300] admin http-nio-8090-exec-5 127.0.0.1 PUT /rest/onboarding/1/store/global HTTP/1.1 204 39ms - http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:42 +0300] admin http-nio-8090-exec-7 127.0.0.1 GET /rest/onboarding/1/draft/generate?spaceKey=TS HTTP/1.1 200 1060ms 47 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:42 +0300] admin http-nio-8090-exec-10 127.0.0.1 PUT /rest/onboarding/1/store HTTP/1.1 200 44ms 104 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:45 +0300] admin http-nio-8090-exec-4 127.0.0.1 GET /pages/resumedraft.action?draftId=98371 HTTP/1.1 302 3519ms - http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:46 +0300] - http-nio-8090-exec-1 127.0.0.1 GET /s/16363bd950d520256b7a17a4773b24e0-CDN/vv2rty/9012/m4ydwl/f0b961ba7467a92710bbcc6efbba231b/_/download/contextbatch/js/baseurl-checker-resource,-_super/batch.js?locale=en-US HTTP/1.1 200 38ms 1895 http://localhost:8090/pages/createpage.action?useDraft=true&spaceKey=TS&draftId=98371&draftShareId=&& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:46 +0300] admin http-nio-8090-exec-9 127.0.0.1 GET /pages/createpage.action?useDraft=true&spaceKey=TS&draftId=98371&draftShareId=&& HTTP/1.1 200 1223ms 16219 http://localhost:8090/welcome.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:47 +0300] - http-nio-8090-exec-8 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/1/_/favicon.ico HTTP/1.1 200 11ms 4259 http://localhost:8090/pages/createpage.action?useDraft=true&spaceKey=TS&draftId=98371&draftShareId=&& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:47 +0300] admin http-nio-8090-exec-10 127.0.0.1 POST /rest/wrm/2.0/resources HTTP/1.1 200 87ms 308 http://localhost:8090/pages/createpage.action?useDraft=true&spaceKey=TS&draftId=98371&draftShareId=&& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:48 +0300] - http-nio-8090-exec-2 127.0.0.1 GET /s/d41d8cd98f00b204e9800998ecf8427e-CDN/vv2rty/9012/m4ydwl/2f1dfcf7a49ac8988e703cc87a539a82/_/download/contextbatch/js/browser-metrics-plugin.contrib,-_super,-editor/batch.js?tc-license-setup=true HTTP/1.1 200 63ms 8226 http://localhost:8090/pages/createpage.action?useDraft=true&spaceKey=TS&draftId=98371&draftShareId=&& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:48 +0300] admin http-nio-8090-exec-3 127.0.0.1 GET /rest/shortcuts/latest/shortcuts/9012/604dd4e3bd6e0740c11006c4c7c31665?_=1712313707136 HTTP/1.1 200 39ms 1797 http://localhost:8090/pages/createpage.action?useDraft=true&spaceKey=TS&draftId=98371&draftShareId=&& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:48 +0300] admin http-nio-8090-exec-9 127.0.0.1 GET /rest/mywork/latest/status/notification/count?pageid=0&_=1712313707137 HTTP/1.1 200 80ms 72 http://localhost:8090/pages/createpage.action?useDraft=true&spaceKey=TS&draftId=98371&draftShareId=&& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:48 +0300] admin http-nio-8090-exec-7 127.0.0.1 POST /rest/wrm/2.0/resources HTTP/1.1 200 98ms 278 http://localhost:8090/pages/createpage.action?useDraft=true&spaceKey=TS&draftId=98371&draftShareId=&& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:48 +0300] admin http-nio-8090-exec-4 127.0.0.1 GET /rest/jiraanywhere/1.0/servers?_=1712313707138 HTTP/1.1 200 24ms 44 http://localhost:8090/pages/createpage.action?useDraft=true&spaceKey=TS&draftId=98371&draftShareId=&& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:48 +0300] - http-nio-8090-exec-8 127.0.0.1 GET /s/d41d8cd98f00b204e9800998ecf8427e-CDN/vv2rty/9012/m4ydwl/6.1.0/_/download/batch/com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-async/com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-async.js HTTP/1.1 200 52ms 662 http://localhost:8090/pages/createpage.action?useDraft=true&spaceKey=TS&draftId=98371&draftShareId=&& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:48 +0300] - http-nio-8090-exec-5 127.0.0.1 GET /s/a201394e52fb007fae630404bdd113f0-CDN/vv2rty/9012/m4ydwl/481a20b1dde826b3458964a0d59007e0/_/download/contextbatch/css/editor-content/batch.css HTTP/1.1 200 66ms 17545 http://localhost:8090/pages/createpage.action?useDraft=true&spaceKey=TS&draftId=98371&draftShareId=&& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:48 +0300] admin http-nio-8090-exec-3 127.0.0.1 GET /rest/shortcuts/latest/shortcuts/9012/604dd4e3bd6e0740c11006c4c7c31665?_=1712313707139 HTTP/1.1 200 52ms 1797 http://localhost:8090/pages/createpage.action?useDraft=true&spaceKey=TS&draftId=98371&draftShareId=&& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:48 +0300] admin http-nio-8090-exec-2 127.0.0.1 POST /json/startheartbeatactivity.action HTTP/1.1 200 202ms 213 http://localhost:8090/pages/createpage.action?useDraft=true&spaceKey=TS&draftId=98371&draftShareId=&& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:49 +0300] admin http-nio-8090-exec-4 127.0.0.1 GET /images/icons/profilepics/default.svg HTTP/1.1 200 134ms 1206 http://localhost:8090/pages/resumedraft.action?draftId=98371&draftShareId=10be3a69-9b25-4c54-a790-766aab2de747& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:49 +0300] admin http-nio-8090-exec-8 127.0.0.1 GET /rest/troubleshooting/1.0/check/admin?_=1712313707140 HTTP/1.1 200 142ms 350 http://localhost:8090/pages/resumedraft.action?draftId=98371&draftShareId=10be3a69-9b25-4c54-a790-766aab2de747& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:49 +0300] admin http-nio-8090-exec-5 127.0.0.1 POST /rest/analytics/1.0/publish/bulk HTTP/1.1 200 103ms 40 http://localhost:8090/pages/resumedraft.action?draftId=98371&draftShareId=10be3a69-9b25-4c54-a790-766aab2de747& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:49 +0300] admin http-nio-8090-exec-7 127.0.0.1 POST /rest/wrm/2.0/resources HTTP/1.1 200 481ms 985 http://localhost:8090/pages/resumedraft.action?draftId=98371&draftShareId=10be3a69-9b25-4c54-a790-766aab2de747& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:41:49 +0300] - http-nio-8090-exec-2 127.0.0.1 GET /s/d41d8cd98f00b204e9800998ecf8427e-CDN/vv2rty/9012/m4ydwl/9.2.2/_/download/batch/com.atlassian.auiplugin:split_aui.pattern.help/com.atlassian.auiplugin:split_aui.pattern.help.css HTTP/1.1 200 122ms 555 http://localhost:8090/pages/resumedraft.action?draftId=98371&draftShareId=10be3a69-9b25-4c54-a790-766aab2de747& Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
